AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,label,sampling_rate
4100.1411,4101.5386,4106.4025,4099.7645,4103.348,4097.3087,4091.6396,4098.7615,4097.9363,4098.6851,4094.0696,4104.4621,4102.8737,4098.1142,concentrated,
4081.3207,4089.2414,4085.9138,4085.146,4083.3556,4091.3187,4097.4155,4093.9114,4085.0629,4086.3863,4081.9844,4081.2329,4084.0265,4086.3473,concentrated,
4069.3012,4083.2412,4076.2131,4077.8528,4083.5862,4089.2477,4083.3578,4090.9691,4081.0384,4083.2957,4069.8728,4077.375,4074.3567,4076.3871,concentrated,
4081.7771,4081.3847,4082.6495,4084.8882,4085.3843,4087.2587,4079.6297,4090.3916,4086.5927,4086.0435,4088.0505,4082.9005,4085.6032,4073.5204,concentrated,
4095.4215,4098.688,4105.7789,4101.7801,4095.2516,4103.3235,4098.3978,4098.7331,4097.9803,4102.983,4103.2133,4101.2166,4096.7606,4104.7168,concentrated,
4115.884,4114.8904,4116.628,4107.2849,4114.84,4104.7321,4111.9931,4105.3468,4107.561,4104.0522,4109.9768,4115.4751,4117.2159,4117.489,concentrated,
4120.8105,4113.2101,4118.2229,4111.8307,4103.9247,4109.6918,4104.3651,4113.1989,4113.2386,4099.9245,4109.3147,4116.998,4113.4038,4122.729,concentrated,
4103.3712,4106.3136,4104.5605,4104.9044,4095.2033,4098.6873,4103.397,4105.599,4102.4589,4100.2491,4102.9557,4102.5765,4100.8165,4103.7856,concentrated,
4084.8928,4088.3976,4093.3255,4085.5971,4084.9946,4104.6718,4089.9273,4093.805,4092.0155,4095.4646,4086.7178,4084.71,4088.6933,4083.0294,concentrated,
4080.2459,4090.6626,4081.9534,4082.1206,4089.5749,4084.1387,4089.6389,4085.8263,4088.5349,4086.25,4086.5415,4088.2594,4082.4664,4083.7383,concentrated,
4093.2971,4097.8438,4095.6162,4095.8965,4100.0601,4092.0876,4094.8113,4096.3085,4092.4436,4090.3392,4083.4205,4092.011,4090.1656,4092.0969,concentrated,
4102.7668,4109.6278,4101.5761,4105.616,4106.5671,4104.4928,4100.2774,4110.9073,4092.3708,4102.2155,4104.7307,4108.6079,4107.3066,4103.9667,concentrated,
4112.298,4107.5565,4106.9002,4106.3015,4109.66,4105.2105,4103.5997,4099.9284,4105.9423,4103.164,4107.2485,4104.1585,4114.2959,4106.5767,concentrated,
4096.3635,4092.4798,4097.9488,4101.8316,4101.1462,4097.4691,4092.1777,4090.8107,4098.266,4101.7136,4102.7071,4091.1505,4095.4972,4096.8379,concentrated,
4079.6081,4082.8177,4082.0114,4077.5828,4081.2967,4085.8364,4094.1101,4085.618,4085.5671,4093.2358,4081.61,4076.03,4085.3034,4076.8463,concentrated,
4070.38,4077.8593,4066.6844,4078.6649,4078.8814,4076.5987,4085.6869,4090.3449,4079.9652,4079.3434,4079.1315,4075.4171,4075.3159,4080.6058,concentrated,
4086.6597,4087.9717,4086.0273,4091.851,4087.2669,4091.6471,4091.1159,4089.6687,4088.4959,4088.5866,4085.1411,4083.95,4086.8766,4087.7951,concentrated,
4103.3579,4105.0977,4107.2852,4088.8879,4100.12,4102.5037,4102.3591,4102.1292,4098.1461,4094.6585,4102.7774,4109.9219,4093.876,4106.4828,concentrated,
4114.3147,4113.7872,4123.7061,4121.0167,4105.029,4114.9108,4104.6383,4111.5301,4106.0154,4105.2173,4115.5332,4115.0807,4122.8754,4120.3516,concentrated,
4110.0202,4112.4681,4108.8654,4108.6782,4108.8112,4103.9859,4105.9983,4098.8141,4112.2518,4107.7386,4106.0458,4118.3828,4116.6601,4114.2603,concentrated,
4103.1017,4098.2055,4098.6107,4103.7993,4100.9557,4103.1511,4097.9014,4093.831,4095.1783,4095.7151,4100.4278,4094.6511,4101.9073,4098.8254,concentrated,
4075.1886,4086.2332,4084.9544,4088.6607,4084.1148,4090.5424,4093.935,4089.6157,4086.3468,4089.8305,4086.0742,4084.161,4081.2543,4090.5431,concentrated,
4082.2762,4080.4783,4081.6603,4088.5889,4076.5154,4087.2361,4082.0076,4090.0957,4087.7134,4089.3896,4087.8808,4086.8947,4086.564,4079.3666,concentrated,
4094.5539,4101.0517,4095.8167,4101.9641,4086.7515,4093.1664,4101.9743,4093.0247,4094.8374,4096.8023,4097.6118,4095.7994,4092.6064,4098.2495,concentrated,
4120.4156,4111.6037,4101.3364,4104.5824,4106.9038,4096.6006,4098.5729,4106.2202,4103.5149,4104.9656,4115.9684,4113.1951,4110.2065,4112.3333,concentrated,
4114.02,4099.1184,4108.2676,4100.0571,4102.5011,4106.9199,4093.7606,4098.8583,4097.3253,4098.1506,4112.179,4107.2204,4105.3129,4105.5469,concentrated,
4094.6611,4091.2927,4095.3343,4091.882,4099.0879,4093.6811,4093.2632,4088.5484,4099.4558,4095.5117,4092.4552,4099.1334,4096.2279,4093.4505,concentrated,
4078.6415,4080.9195,4080.6095,4072.5681,4086.5895,4088.9568,4088.2157,4080.3205,4088.3754,4090.0047,4081.5729,4081.7711,4081.0562,4076.823,concentrated,
4075.4634,4074.3639,4081.4911,4077.2854,4089.5224,4077.5909,4084.3555,4079.6288,4076.0239,4073.5595,4073.4376,4075.8003,4073.3634,4078.7649,concentrated,
4088.1308,4093.9251,4089.487,4089.2069,4088.202,4085.1494,4092.9671,4092.4436,4085.5076,4094.1757,4088.8992,4087.8789,4091.1389,4086.3597,concentrated,
4101.3596,4102.3322,4102.8078,4103.8562,4102.1918,4103.8562,4095.8652,4105.3948,4103.2392,4101.1716,4112.9016,4108.261,4102.0849,4107.3531,concentrated,
4117.1955,4119.9057,4114.2718,4111.0061,4112.1691,4107.5382,4109.9801,4105.6028,4107.1829,4113.189,4116.6603,4118.6907,4114.7564,4110.1891,concentrated,
4112.2193,4113.33,4113.8367,4110.6671,4105.4438,4106.1614,4102.8071,4107.055,4100.0994,4106.0235,4111.0114,4104.7219,4110.9432,4117.1144,concentrated,
4094.8484,4097.8652,4096.3783,4094.9728,4094.0189,4099.9291,4094.7861,4103.1207,4094.2657,4093.0783,4097.6986,4095.9762,4101.0911,4093.3485,concentrated,
4080.6247,4083.6092,4083.9995,4086.4534,4090.2584,4092.4527,4086.8334,4092.9688,4081.5667,4088.1817,4076.5597,4073.6908,4081.3402,4081.3046,concentrated,
4084.7256,4092.5259,4093.3573,4088.1951,4086.5025,4092.3077,4092.6016,4088.0804,4091.0794,4094.8654,4085.074,4085.347,4087.1327,4086.5689,concentrated,
4091.8888,4097.6754,4093.563,4101.4811,4096.6628,4101.2533,4092.0148,4099.2349,4098.7842,4108.7832,4099.5475,4103.3899,4092.9416,4104.8054,concentrated,
4113.0251,4111.001,4112.2893,4107.8523,4103.0467,4112.2169,4105.8857,4107.2538,4105.2005,4100.5825,4110.7418,4101.1258,4111.5639,4114.8334,concentrated,
4103.9762,4105.1943,4103.8845,4107.6479,4096.1339,4106.4563,4101.6104,4099.9231,4100.8614,4094.5013,4109.9293,4108.3772,4108.3481,4103.3238,concentrated,
4093.0056,4094.0078,4092.7521,4096.2138,4096.5467,4093.8885,4085.8805,4090.218,4093.877,4097.5683,4092.6347,4091.4242,4083.8533,4094.2973,concentrated,
4077.5813,4075.1457,4078.415,4077.3806,4081.3627,4086.7913,4085.046,4082.836,4086.1838,4081.8809,4075.8522,4074.4189,4081.934,4072.1989,concentrated,
4074.8478,4063.2207,4078.4479,4077.3036,4079.9722,4080.1407,4087.3752,4089.8786,4093.1605,4080.3745,4074.7955,4072.6038,4077.306,4080.0742,concentrated,
4089.1177,4092.0728,4082.0057,4088.4974,4095.1257,4102.0243,4096.4798,4092.2624,4099.9216,4096.8747,4092.038,4088.9468,4096.0212,4090.1045,concentrated,
4111.2896,4108.1354,4111.7378,4107.274,4105.9064,4106.2937,4107.7476,4102.103,4105.0705,4103.9118,4105.8703,4113.1622,4112.0056,4110.2416,concentrated,
4118.1397,4116.369,4119.7603,4113.853,4109.9206,4101.7134,4111.4209,4102.4356,4114.3762,4106.4209,4113.3814,4120.9358,4120.4204,4119.0491,concentrated,
4106.9612,4100.2213,4104.3477,4111.2514,4103.4484,4112.4185,4100.0127,4104.8833,4105.8441,4098.2977,4108.2096,4107.5999,4098.7243,4109.2217,concentrated,
4095.3859,4089.0213,4095.1115,4094.909,4092.8009,4089.3731,4095.3257,4089.9463,4098.0744,4096.1156,4098.7031,4096.1572,4097.6457,4089.8178,concentrated,
4086.4388,4080.4505,4080.9486,4085.0853,4088.4614,4086.1733,4091.0566,4083.8072,4085.1468,4090.8402,4089.8928,4083.7465,4088.612,4083.355,concentrated,
4088.1505,4092.9632,4087.8572,4093.0744,4088.8222,4089.3362,4085.3133,4083.3368,4098.2572,4092.4187,4091.4724,4083.2315,4090.1406,4087.5864,concentrated,
4104.3909,4106.9139,4102.3057,4103.777,4105.2752,4105.5574,4099.6807,4094.7413,4093.3886,4101.17,4093.4495,4103.3454,4103.1662,4111.3717,concentrated,
4111.0306,4105.6231,4113.0612,4103.4327,4109.8167,4108.5469,4097.8941,4110.3733,4099.265,4104.2189,4108.6158,4112.9574,4104.0874,4109.8091,concentrated,
4104.2425,4105.2939,4103.094,4095.928,4101.5211,4101.8516,4094.9082,4101.0806,4104.4568,4104.0434,4101.9594,4099.3648,4100.4956,4100.1673,concentrated,
4086.1151,4087.5385,4087.0345,4086.6017,4096.0412,4088.7239,4086.7114,4097.8343,4082.6028,4089.0345,4080.1241,4080.8222,4086.4656,4089.2539,concentrated,
4073.0842,4075.9529,4072.4246,4078.0846,4078.9719,4081.6849,4080.9124,4084.6125,4079.9715,4080.3429,4077.2853,4072.2312,4077.0317,4067.1909,concentrated,
4085.0335,4079.514,4073.3442,4079.0356,4079.5623,4094.5881,4077.5532,4089.6706,4081.0995,4076.6181,4078.6561,4080.8973,4077.1842,4075.3437,concentrated,
4094.0914,4087.4318,4092.2609,4095.5094,4093.7109,4098.3376,4093.4777,4101.0592,4093.569,4094.9385,4094.5493,4094.9557,4094.741,4097.2931,concentrated,
4110.2459,4117.6631,4105.0687,4111.4753,4116.1199,4113.7175,4099.1415,4107.2732,4104.3667,4113.6129,4098.9523,4118.5092,4110.7936,4109.0551,concentrated,
4114.0219,4109.2789,4106.8741,4111.4586,4114.8981,4105.9937,4104.6587,4107.5817,4116.3691,4116.9858,4115.9829,4116.9166,4114.2458,4115.4765,concentrated,
4101.3222,4107.4138,4102.937,4110.7539,4102.9051,4098.2431,4102.7676,4099.5947,4099.1486,4107.4882,4106.3448,4101.3346,4101.8978,4113.9136,concentrated,
4085.1787,4090.897,4086.3381,4088.3633,4090.4305,4091.6634,4090.5102,4085.4305,4088.2881,4086.4088,4087.4218,4090.5707,4090.3234,4085.6841,concentrated,
4079.9683,4079.9063,4086.8624,4079.6865,4080.4601,4088.5292,4084.6774,4091.9726,4089.0515,4087.8442,4076.8087,4086.2544,4082.9075,4081.1159,concentrated,
4091.105,4089.9931,4088.304,4095.9748,4090.0371,4085.483,4095.447,4086.0481,4096.9288,4097.5093,4092.1104,4090.3421,4091.7058,4084.9963,concentrated,
4104.6097,4104.7921,4108.1691,4099.7344,4097.5184,4097.1526,4101.5458,4101.0141,4111.5893,4098.4045,4101.9853,4096.9923,4100.8331,4102.2599,concentrated,
4109.8677,4107.414,4110.2115,4110.9052,4107.1317,4103.6735,4107.3599,4107.5626,4104.1781,4108.1705,4104.2306,4106.7333,4113.9225,4107.1284,concentrated,
4103.8804,4101.3793,4095.3791,4102.3195,4100.6749,4098.0284,4097.765,4104.8533,4100.0189,4092.0571,4101.4229,4102.1901,4094.3057,4099.1898,concentrated,
4088.4326,4084.4952,4086.456,4077.5889,4085.9548,4088.2822,4094.505,4088.3218,4086.0593,4086.9352,4083.6628,4083.4144,4085.8425,4088.4902,concentrated,
4072.0208,4065.9721,4071.4667,4075.4803,4082.2818,4084.4445,4082.144,4085.2549,4079.6934,4080.495,4081.8129,4075.8302,4078.0935,4075.3187,concentrated,
4077.4491,4086.8551,4081.8308,4081.2934,4086.553,4092.8702,4085.2845,4088.4346,4082.4098,4089.135,4082.8277,4079.6208,4081.0033,4073.8189,concentrated,
4094.5056,4100.0185,4092.8322,4101.0002,4103.0726,4096.3428,4101.9203,4097.7664,4100.876,4094.2146,4095.1336,4097.4952,4099.065,4086.0195,concentrated,
4116.0986,4109.4822,4111.1496,4113.1214,4107.9146,4110.4688,4104.9326,4105.1842,4107.725,4113.8938,4116.5755,4114.7462,4119.7083,4119.3549,concentrated,
4113.9982,4110.6931,4118.3716,4114.841,4110.8766,4109.0083,4106.9541,4101.5849,4109.501,4106.4535,4115.5196,4119.78,4112.5271,4126.5421,concentrated,
4107.9084,4098.5404,4105.1568,4096.0936,4100.5636,4093.6384,4104.3714,4091.3763,4101.4988,4098.2839,4104.6064,4102.8659,4100.2985,4107.0583,concentrated,
4083.0536,4097.7484,4090.311,4086.4429,4093.5721,4090.2777,4086.9366,4092.496,4090.7523,4088.6852,4088.1817,4087.6311,4094.3397,4084.5947,concentrated,
4083.2339,4082.7643,4083.7763,4079.6531,4080.6476,4086.8714,4087.1387,4092.1719,4078.8935,4089.883,4089.4777,4082.2315,4083.8041,4076.4725,concentrated,
4097.7453,4091.4243,4094.3187,4089.5097,4083.1414,4088.7836,4093.287,4092.3971,4089.3161,4102.8426,4099.553,4089.9158,4097.5747,4091.1661,concentrated,
4101.9467,4092.6238,4110.6994,4100.9823,4104.5942,4100.4657,4100.6488,4101.8428,4107.1623,4102.5884,4101.8428,4109.5443,4108.2213,4103.6604,concentrated,
4108.8828,4105.4426,4105.6574,4106.022,4097.8097,4108.8509,4102.7698,4098.7586,4103.7609,4108.1922,4104.9049,4109.4289,4111.7515,4113.8339,concentrated,
4106.3548,4097.937,4095.3603,4096.5915,4090.7956,4100.5478,4092.6099,4087.7491,4089.377,4101.8934,4096.2487,4103.9197,4099.4758,4097.9069,concentrated,
4083.1114,4079.8392,4073.869,4079.2856,4082.1819,4083.3364,4086.6009,4087.2674,4091.5153,4084.3493,4084.3278,4087.0588,4078.5868,4078.1475,concentrated,
4073.7216,4065.6394,4078.9458,4072.203,4079.4165,4087.3912,4084.6481,4085.5671,4078.4502,4080.5935,4078.0648,4074.5903,4076.5843,4074.4602,concentrated,
4081.8565,4088.4754,4083.1916,4083.5625,4086.3219,4081.4333,4086.5955,4095.5394,4094.9569,4079.9451,4079.4755,4083.003,4083.9345,4089.2477,concentrated,
4110.401,4098.9409,4105.4177,4103.3833,4098.0488,4101.1665,4101.5123,4096.8776,4100.8698,4099.4515,4109.0742,4102.0707,4109.2231,4100.3567,concentrated,
4124.4557,4115.4957,4115.0467,4112.9361,4105.2115,4107.9054,4106.9074,4099.7047,4108.9616,4117.4085,4125.1155,4115.3868,4112.2841,4121.8952,concentrated,
4116.8653,4110.6931,4113.8365,4111.5582,4114.2054,4113.0934,4104.3686,4105.8597,4113.2804,4111.9689,4114.7596,4109.4081,4109.5292,4117.0261,concentrated,
4104.6484,4104.9329,4101.306,4095.9258,4091.7855,4102.6519,4094.4303,4095.373,4103.462,4097.5217,4095.0979,4102.3988,4100.2577,4104.0698,concentrated,
4086.5049,4088.4282,4079.6934,4087.9768,4089.7879,4090.2786,4085.557,4093.8203,4090.6547,4091.9027,4085.3172,4088.1259,4084.2387,4082.379,concentrated,
4088.2614,4091.6457,4083.2127,4080.989,4086.5767,4084.5675,4087.9531,4086.3137,4087.6606,4089.2368,4085.1455,4080.8495,4090.1163,4086.6584,concentrated,
4091.2655,4097.0313,4089.562,4101.4841,4095.587,4096.4997,4104.1858,4095.3198,4102.4146,4089.7262,4086.5166,4097.082,4093.3798,4094.6406,concentrated,
4110.037,4106.4184,4109.8876,4112.1891,4104.9302,4108.0451,4097.6888,4102.4296,4100.647,4109.1882,4099.423,4104.9778,4106.8217,4108.5457,concentrated,
4105.2122,4105.3483,4104.1485,4103.6148,4109.2007,4098.8116,4107.4277,4098.9377,4097.1321,4103.3972,4106.0448,4105.2769,4103.8792,4108.5487,concentrated,
4096.2829,4096.4347,4095.7786,4090.5376,4094.4421,4101.5386,4090.6512,4096.5315,4094.907,4096.7448,4088.9205,4098.3208,4087.4047,4098.0943,concentrated,
4079.0922,4082.8005,4069.9763,4081.1895,4088.9356,4082.4189,4084.6752,4084.102,4091.238,4087.0366,4077.4849,4085.1653,4078.4481,4072.8974,concentrated,
4071.0765,4069.8345,4075.1363,4082.865,4078.59,4081.9349,4085.0239,4081.5796,4072.8736,4080.9667,4079.8976,4065.8187,4071.8406,4077.606,concentrated,
4094.299,4087.5567,4084.2648,4095.5934,4092.0122,4093.2212,4098.4731,4086.343,4090.1868,4090.8295,4088.1,4086.5915,4083.2432,4080.1923,concentrated,
4113.6427,4106.8606,4102.4844,4109.3293,4101.6085,4104.1129,4101.9204,4099.6852,4098.7839,4105.5901,4104.6865,4097.5182,4112.0654,4104.408,concentrated,
4116.4881,4117.7371,4114.8272,4108.996,4108.0188,4108.8641,4107.6497,4102.7783,4114.1631,4115.2225,4111.0846,4115.7462,4122.701,4117.1705,concentrated,
4106.7349,4117.1674,4112.1941,4106.1391,4104.9089,4104.1889,4105.7802,4102.7917,4106.1634,4109.9752,4111.473,4115.7789,4115.7437,4107.3611,concentrated,
4090.4732,4100.9675,4094.973,4090.7357,4093.6091,4089.4397,4089.9555,4095.9885,4102.17,4095.9194,4097.2692,4097.1486,4090.0447,4088.8366,concentrated,
4077.0176,4083.8056,4083.2945,4084.4871,4080.0328,4095.8914,4087.8427,4087.6394,4087.9711,4083.7627,4089.4109,4088.6513,4086.3765,4081.1149,concentrated,
4077.8614,4088.801,4087.8362,4086.0626,4081.3631,4095.5514,4089.8539,4094.1073,4088.5085,4093.8381,4093.8316,4092.6261,4085.508,4088.1015,concentrated,
4104.0526,4095.8711,4099.1617,4100.1039,4092.6576,4092.8173,4103.5315,4094.3436,4092.1247,4097.5851,4103.9425,4102.1161,4100.4002,4096.4513,concentrated,
4109.4412,4105.9983,4104.0828,4115.383,4101.5464,4108.9569,4109.0257,4098.4898,4104.4683,4105.5143,4102.4464,4104.611,4105.9132,4110.0579,concentrated,
4105.14,4100.8947,4104.4477,4101.0646,4104.4567,4098.3411,4098.5466,4102.6564,4101.4453,4104.1231,4099.2303,4102.0788,4107.2535,4108.5715,concentrated,
4093.183,4089.331,4096.2479,4099.4219,4096.4684,4095.8888,4100.5737,4098.549,4094.4176,4093.4386,4094.4845,4088.9319,4097.142,4095.9082,concentrated,
4074.0795,4076.4567,4071.118,4085.1517,4081.7299,4076.2777,4080.9765,4079.7927,4082.4091,4084.6807,4071.2533,4076.2343,4073.8285,4074.7542,concentrated,
4074.6072,4079.7658,4076.3899,4078.5222,4079.2646,4082.8699,4083.9297,4089.5551,4081.3727,4085.566,4075.5185,4074.0722,4072.2788,4071.474,concentrated,
4088.469,4094.5832,4090.165,4083.1043,4092.4778,4093.2303,4086.0406,4087.8435,4091.8477,4088.891,4091.8479,4087.0085,4088.0266,4090.5736,concentrated,
4115.4018,4111.3214,4110.2337,4111.2289,4107.6415,4107.2839,4102.1372,4102.8921,4105.5091,4103.9576,4107.6229,4101.8254,4108.6163,4117.761,concentrated,
4127.486,4114.524,4122.7918,4115.2055,4109.857,4110.8514,4107.0008,4103.421,4113.9971,4116.3493,4114.0706,4118.4391,4113.9583,4119.3518,concentrated,
4120.9516,4108.9048,4099.2333,4104.8593,4104.1591,4099.3096,4099.5879,4101.4351,4094.5115,4107.7441,4100.5972,4101.8915,4114.7207,4112.3257,concentrated,
4092.2893,4089.5155,4094.6197,4096.2421,4090.1664,4097.6618,4092.5738,4092.5505,4092.9551,4095.5033,4085.1095,4094.4856,4086.7142,4094.4395,concentrated,
4075.7871,4089.2802,4088.3148,4086.5553,4095.177,4087.4321,4086.9256,4089.7751,4086.7753,4088.7116,4082.4967,4077.6778,4086.2237,4083.518,concentrated,
4088.6578,4088.645,4087.5693,4087.6694,4093.3887,4089.9149,4083.7513,4084.599,4089.7738,4087.9363,4093.3618,4088.2207,4087.511,4081.2435,concentrated,
4107.8165,4103.6158,4103.0674,4101.9015,4101.0367,4093.1678,4095.3883,4101.6275,4097.3242,4095.6339,4102.7992,4102.2714,4100.9801,4101.4268,concentrated,
4110.403,4107.8818,4107.0649,4104.9141,4106.5501,4104.5159,4107.3144,4106.0973,4107.0075,4106.4876,4102.2898,4109.3625,4111.4968,4111.2073,concentrated,
4105.2933,4105.5029,4102.3328,4108.0531,4102.449,4106.7076,4099.5906,4099.5131,4100.4491,4105.2581,4104.4046,4105.3768,4102.6428,4103.4531,concentrated,
4081.4925,4084.3797,4089.1282,4093.7896,4089.9896,4094.322,4085.6441,4091.9342,4092.2195,4086.6694,4086.6511,4086.7865,4088.741,4089.652,concentrated,
4075.9261,4076.325,4075.6834,4072.8902,4078.5205,4079.0333,4080.7436,4085.6074,4080.6071,4084.0862,4079.8074,4074.051,4079.6027,4073.1044,concentrated,
4067.4851,4090.6738,4079.8644,4079.7005,4086.3458,4086.8642,4081.081,4088.0817,4081.4234,4096.322,4084.6159,4073.7634,4076.5214,4081.1764,concentrated,
4089.6279,4093.9797,4090.0383,4088.2107,4099.5213,4098.2511,4094.177,4096.9792,4093.0357,4090.7926,4096.399,4102.5066,4098.9118,4100.2435,concentrated,
4111.5234,4110.4539,4108.8736,4109.3673,4107.2228,4107.1566,4106.6747,4104.8869,4112.1331,4110.9079,4110.1912,4108.3483,4113.4193,4114.6321,concentrated,
4108.2199,4111.9729,4114.5795,4107.9045,4112.8135,4109.3104,4106.1392,4104.8311,4105.9294,4114.5949,4114.937,4116.0411,4112.1415,4119.1547,concentrated,
4099.8666,4106.7123,4105.9687,4100.0592,4101.955,4100.8237,4095.0342,4101.7574,4099.2066,4101.2891,4103.6186,4099.1154,4101.955,4103.266,concentrated,
4087.8852,4091.5858,4088.4739,4094.7587,4090.1624,4084.1268,4091.443,4085.3666,4093.8217,4091.5705,4087.0521,4087.4409,4090.0337,4087.1424,concentrated,
4074.5417,4086.5053,4084.4832,4078.5607,4083.9695,4088.6146,4089.0356,4089.4427,4080.8558,4086.0981,4082.0004,4082.8079,4079.9861,4078.1077,concentrated,
4088.497,4089.2135,4092.8241,4091.0272,4088.3696,4096.1479,4095.6256,4091.3375,4093.5644,4085.2382,4091.0162,4084.6535,4091.5812,4091.7412,concentrated,
4098.1675,4104.8354,4098.2685,4104.0272,4106.3197,4096.2872,4104.9973,4098.536,4095.932,4098.7579,4101.0148,4097.8829,4098.5668,4099.3457,concentrated,
4109.8928,4111.218,4112.7483,4100.8123,4099.366,4102.9519,4104.2208,4106.1585,4102.0108,4104.7018,4104.9663,4106.6446,4103.895,4108.374,concentrated,
4101.8066,4104.6356,4101.3661,4093.0382,4102.7068,4096.9387,4097.9504,4101.3905,4098.3029,4098.5566,4096.0986,4092.7814,4098.5374,4098.5335,concentrated,
4082.5446,4083.3374,4084.5397,4085.1797,4082.5165,4089.2998,4084.7956,4082.7057,4088.913,4083.9541,4088.3124,4091.5779,4085.2007,4088.5259,concentrated,
4072.6597,4065.2004,4070.6123,4081.9938,4077.3889,4081.8487,4080.7582,4079.8284,4078.0341,4079.8525,4082.2971,4077.754,4070.5429,4074.0576,concentrated,
4083.6455,4084.5532,4090.6422,4078.8271,4083.5363,4086.9687,4089.1313,4094.1134,4079.9715,4082.7529,4081.1174,4081.4785,4081.4915,4078.0105,concentrated,
4104.2532,4102.8993,4101.2716,4107.6499,4108.7831,4104.8183,4092.9913,4092.401,4092.4458,4096.4945,4094.6367,4096.593,4097.1555,4101.1151,concentrated,
4113.8267,4109.8714,4117.3795,4117.3536,4104.6612,4104.9767,4107.5423,4105.6532,4114.0825,4107.3128,4112.5031,4122.0959,4108.4002,4115.2247,concentrated,
4111.1928,4114.8601,4116.675,4111.4864,4107.0698,4105.193,4103.3323,4100.8311,4105.2165,4111.5229,4110.5856,4110.5093,4114.8693,4115.1627,concentrated,
4096.2431,4099.9425,4099.9856,4095.97,4101.8388,4101.0874,4097.1631,4093.1322,4096.34,4103.3638,4099.0713,4102.2125,4099.3671,4094.9876,concentrated,
4097.3992,4084.9821,4081.8819,4087.2241,4085.4604,4091.3502,4090.7129,4089.1655,4086.3931,4088.6746,4090.7388,4083.0276,4085.5458,4087.5595,concentrated,
4080.9353,4086.129,4087.9713,4085.8504,4085.3825,4093.8163,4088.9507,4087.8118,4087.1693,4085.0012,4084.9219,4088.1533,4084.5574,4085.8421,concentrated,
4089.2415,4092.3598,4099.3401,4088.8211,4101.7224,4093.8578,4087.4653,4099.9559,4087.846,4098.043,4094.6205,4091.6673,4094.4184,4096.5472,concentrated,
4099.7924,4094.6543,4110.9579,4105.4039,4100.4919,4096.2116,4100.9865,4098.1609,4101.6915,4105.3007,4104.2397,4111.2026,4101.6122,4109.9052,concentrated,
4104.7944,4103.4164,4107.5022,4108.5184,4108.3899,4108.5351,4102.7537,4103.2721,4097.4831,4103.7356,4104.2777,4106.7093,4100.7219,4105.0136,concentrated,
4101.4437,4090.6712,4098.2052,4100.6845,4095.7089,4100.2927,4097.5208,4099.209,4096.2876,4101.2784,4102.9872,4097.5258,4095.792,4094.9731,concentrated,
4079.1916,4082.5577,4077.3097,4082.6523,4085.0552,4088.3843,4084.3712,4085.8262,4096.2065,4087.2343,4077.9065,4084.1398,4087.1041,4083.2674,concentrated,
4074.3639,4080.5364,4074.817,4076.6136,4080.5193,4082.9868,4086.3066,4083.031,4085.3347,4084.9031,4074.6024,4074.5892,4076.4075,4070.2156,concentrated,
4081.2063,4077.8579,4084.9379,4090.4176,4088.7054,4086.5093,4089.7933,4089.193,4090.9656,4082.347,4080.8247,4083.3035,4076.8287,4082.6978,concentrated,
4105.2279,4105.5303,4100.8195,4107.9578,4098.4584,4108.8769,4098.1207,4097.5695,4102.1385,4098.1992,4102.7292,4110.4966,4102.4516,4107.3653,concentrated,
4119.184,4115.3524,4116.5379,4119.8362,4108.0244,4107.2022,4111.1712,4106.2952,4122.9042,4112.7047,4114.3207,4113.826,4109.0148,4115.2196,concentrated,
4119.3111,4115.4785,4106.285,4107.3578,4110.2554,4115.9082,4108.9238,4109.9911,4105.6621,4109.4543,4114.249,4113.1223,4116.7137,4106.6339,concentrated,
4095.8439,4096.3113,4099.7411,4094.7908,4096.5612,4094.8993,4095.3504,4099.9138,4094.0257,4104.5665,4105.5089,4104.2443,4094.4819,4101.5283,concentrated,
4088.1749,4088.9471,4082.8109,4084.5199,4090.2405,4087.7212,4094.2899,4091.8638,4088.2361,4086.1417,4088.6608,4084.8054,4087.7276,4080.4388,concentrated,
4084.588,4082.4054,4089.9235,4085.289,4085.4201,4090.8154,4085.2374,4086.3036,4095.687,4084.2285,4085.5906,4081.8365,4081.6293,4075.0716,concentrated,
4092.5278,4102.4559,4104.172,4096.7807,4092.9164,4099.9073,4097.6425,4100.2411,4097.5938,4087.4537,4089.6526,4095.7651,4089.566,4097.8688,concentrated,
4103.8742,4109.4469,4112.7359,4103.8123,4098.5035,4108.905,4096.4834,4098.072,4101.059,4109.0354,4103.928,4105.9505,4104.8096,4104.351,concentrated,
4116.2601,4103.0735,4107.2106,4102.075,4104.6827,4101.7382,4107.4614,4096.0547,4102.9861,4107.2154,4108.4292,4115.3705,4101.9006,4109.1466,concentrated,
4094.4328,4088.4735,4091.6256,4094.856,4096.7533,4098.2171,4094.8407,4088.9318,4092.0566,4096.4252,4097.3766,4090.1576,4094.7192,4095.618,concentrated,
4089.2301,4082.1145,4075.4384,4083.9409,4086.2034,4086.5224,4089.8366,4082.4567,4081.309,4089.4815,4082.0542,4079.0423,4083.5164,4080.8265,concentrated,
4075.6489,4080.1296,4073.7968,4078.4773,4081.9447,4075.0182,4090.8597,4085.0576,4079.8789,4088.22,4072.7284,4072.0266,4078.5645,4085.7736,concentrated,
